# Sondages 1er tour présidentielle 2027 — https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027
# Relevé le 2026-09-17 par src/scrape_pres_2027.py ; une ligne par candidat·e et hypothèse.
# bloc : nomenclature du modèle (G gauche, CD centre+droite, ED extrême droite, AU hors axe).
institut,date_fin,echantillon,hypothese,candidat,parti,bloc,valeur
Ifop,2026-05-28,1,23,DUPONT-AIGNAN,DLF,ED,1.5
Ifop,2026-05-28,1,23,LE PEN,RN,ED,33.0
Ifop,2026-05-28,1,23,ZEMMOUR,REC,ED,4.0
Ifop,2026-05-28,1,24,ARTHAUD,LO,G,0.5
Ifop,2026-05-28,1,24,MÉLENCHON,LFI,G,13.0
Ifop,2026-05-28,1,24,ROUSSEL,PCF,G,3.0
Ifop,2026-05-28,1,24,TONDELIER,LE,G,3.5
Ifop,2026-05-28,1,24,GLUCKSMANN,PP,G,11.5
Ifop,2026-05-28,1,24,ATTAL,RE,CD,16.0
Ifop,2026-05-28,1,24,VILLEPIN,LFH,CD,3.0
Ifop,2026-05-28,1,24,RETAILLEAU,LR,CD,11.5
Ifop,2026-05-28,1,24,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2026-05-28,1,24,LE PEN,RN,ED,32.0
Ifop,2026-05-28,1,24,ZEMMOUR,REC,ED,4.0
Ifop,2026-05-28,1,25,ARTHAUD,LO,G,0.5
Ifop,2026-05-28,1,25,MÉLENCHON,LFI,G,14.0
Ifop,2026-05-28,1,25,ROUSSEL,PCF,G,4.0
Ifop,2026-05-28,1,25,TONDELIER,LE,G,5.0
Ifop,2026-05-28,1,25,HOLLANDE,PS,G,8.0
Ifop,2026-05-28,1,25,PHILIPPE,HOR,CD,20.0
Ifop,2026-05-28,1,25,RETAILLEAU,LR,CD,9.0
Ifop,2026-05-28,1,25,DUPONT-AIGNAN,DLF,ED,1.5
Ifop,2026-05-28,1,25,BARDELLA,RN,ED,34.0
Ifop,2026-05-28,1,25,ZEMMOUR,REC,ED,4.0
Ifop,2026-05-28,1,26,ARTHAUD,LO,G,1.0
Ifop,2026-05-28,1,26,MÉLENCHON,LFI,G,13.5
Ifop,2026-05-28,1,26,ROUSSEL,PCF,G,3.5
Ifop,2026-05-28,1,26,TONDELIER,LE,G,5.0
Ifop,2026-05-28,1,26,HOLLANDE,PS,G,8.0
Ifop,2026-05-28,1,26,ATTAL,RE,CD,18.5
Ifop,2026-05-28,1,26,RETAILLEAU,LR,CD,10.0
Ifop,2026-05-28,1,26,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2026-05-28,1,26,BARDELLA,RN,ED,35.0
Ifop,2026-05-28,1,26,ZEMMOUR,REC,ED,3.5
Ifop,2026-05-28,1,27,ARTHAUD,LO,G,0.5
Ifop,2026-05-28,1,27,MÉLENCHON,LFI,G,12.5
Ifop,2026-05-28,1,27,ROUSSEL,PCF,G,3.0
Ifop,2026-05-28,1,27,TONDELIER,LE,G,4.0
Ifop,2026-05-28,1,27,GLUCKSMANN,PP,G,9.0
Ifop,2026-05-28,1,27,PHILIPPE,HOR,CD,20.0
Ifop,2026-05-28,1,27,RETAILLEAU,LR,CD,9.0
Ifop,2026-05-28,1,27,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2026-05-28,1,27,BARDELLA,RN,ED,34.0
Ifop,2026-05-28,1,27,ZEMMOUR,REC,ED,3.0
Ifop,2026-05-28,1,28,ARTHAUD,LO,G,0.5
Ifop,2026-05-28,1,28,MÉLENCHON,LFI,G,13.5
Ifop,2026-05-28,1,28,ROUSSEL,PCF,G,6.0
Ifop,2026-05-28,1,28,TONDELIER,LE,G,4.0
Ifop,2026-05-28,1,28,FAURE,PS,G,4.0
Ifop,2026-05-28,1,28,PHILIPPE,HOR,CD,21.0
Ifop,2026-05-28,1,28,RETAILLEAU,LR,CD,10.0
Ifop,2026-05-28,1,28,DUPONT-AIGNAN,DLF,ED,2.5
Ifop,2026-05-28,1,28,BARDELLA,RN,ED,35.0
Ifop,2026-05-28,1,28,ZEMMOUR,REC,ED,3.5
Ifop,2026-05-28,1,29,ARTHAUD,LO,G,1.5
Ifop,2026-05-28,1,29,MÉLENCHON,LFI,G,15.0
Ifop,2026-05-28,1,29,HOLLANDE,PS,G,11.0
Ifop,2026-05-28,1,29,PHILIPPE,HOR,CD,22.0
Ifop,2026-05-28,1,29,RETAILLEAU,LR,CD,10.0
Ifop,2026-05-28,1,29,DUPONT-AIGNAN,DLF,ED,2.5
Ifop,2026-05-28,1,29,BARDELLA,RN,ED,34.0
Ifop,2026-05-28,1,29,ZEMMOUR,REC,ED,4.0
Ifop,2026-05-28,1,30,ARTHAUD,LO,G,1.0
Ifop,2026-05-28,1,30,MÉLENCHON,LFI,G,15.0
Ifop,2026-05-28,1,30,GLUCKSMANN,PCF,G,12.0
Ifop,2026-05-28,1,30,PHILIPPE,HOR,CD,22.0
Ifop,2026-05-28,1,30,RETAILLEAU,LR,CD,10.0
Ifop,2026-05-28,1,30,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2026-05-28,1,30,BARDELLA,RN,ED,33.0
Ifop,2026-05-28,1,30,ZEMMOUR,REC,ED,4.0
Ipsos,2026-05-28,1,12,ARTHAUD,LO,G,1.0
Ipsos,2026-05-28,1,12,MÉLENCHON,LFI,G,13.0
Ipsos,2026-05-28,1,12,ROUSSEL,PCF,G,3.0
Ipsos,2026-05-28,1,12,TONDELIER,LE,G,4.0
Ipsos,2026-05-28,1,12,GLUCKSMANN,PP,G,11.0
Ipsos,2026-05-28,1,12,ATTAL,RE,CD,8.5
Ipsos,2026-05-28,1,12,PHILIPPE,HOR,CD,13.0
Ipsos,2026-05-28,1,12,RETAILLEAU,LR,CD,7.5
Ipsos,2026-05-28,1,12,DUPONT-AIGNAN,DLF,ED,1.5
Ipsos,2026-05-28,1,12,BARDELLA,RN,ED,33.5
Ipsos,2026-05-28,1,12,ZEMMOUR,REC,ED,4.0
Ipsos,2026-05-28,1,13,ARTHAUD,LO,G,1.0
Ipsos,2026-05-28,1,13,MÉLENCHON,LFI,G,13.0
Ipsos,2026-05-28,1,13,ROUSSEL,PCF,G,3.0
Ipsos,2026-05-28,1,13,TONDELIER,LE,G,4.0
Ipsos,2026-05-28,1,13,GLUCKSMANN,PP,G,11.0
Ipsos,2026-05-28,1,13,ATTAL,RE,CD,8.5
Ipsos,2026-05-28,1,13,PHILIPPE,HOR,CD,14.0
Ipsos,2026-05-28,1,13,RETAILLEAU,LR,CD,8.5
Ipsos,2026-05-28,1,13,DUPONT-AIGNAN,DLF,ED,1.5
Ipsos,2026-05-28,1,13,LE PEN,RN,ED,31.0
Ipsos,2026-05-28,1,13,ZEMMOUR,REC,ED,4.5
Ipsos,2026-05-28,1,14,ARTHAUD,LO,G,1.0
Ipsos,2026-05-28,1,14,MÉLENCHON,LFI,G,13.5
Ipsos,2026-05-28,1,14,ROUSSEL,PCF,G,4.0
Ipsos,2026-05-28,1,14,TONDELIER,LE,G,4.0
Ipsos,2026-05-28,1,14,HOLLANDE,PS,G,7.0
Ipsos,2026-05-28,1,14,ATTAL,RE,CD,9.5
Ipsos,2026-05-28,1,14,PHILIPPE,HOR,CD,13.5
Ipsos,2026-05-28,1,14,RETAILLEAU,LR,CD,8.0
Ipsos,2026-05-28,1,14,DUPONT-AIGNAN,DLF,ED,1.5
Ipsos,2026-05-28,1,14,BARDELLA,RN,ED,34.0
Ipsos,2026-05-28,1,14,ZEMMOUR,REC,ED,4.0
Ipsos,2026-05-28,1,15,ARTHAUD,LO,G,1.0
Ipsos,2026-05-28,1,15,MÉLENCHON,LFI,G,13.5
Ipsos,2026-05-28,1,15,ROUSSEL,PCF,G,4.0
Ipsos,2026-05-28,1,15,TONDELIER,LE,G,4.0
Ipsos,2026-05-28,1,15,HOLLANDE,PS,G,7.0
Ipsos,2026-05-28,1,15,ATTAL,RE,CD,9.5
Ipsos,2026-05-28,1,15,PHILIPPE,HOR,CD,14.5
Ipsos,2026-05-28,1,15,RETAILLEAU,LR,CD,8.5
Ipsos,2026-05-28,1,15,DUPONT-AIGNAN,DLF,ED,1.5
Ipsos,2026-05-28,1,15,LE PEN,RN,ED,32.0
Ipsos,2026-05-28,1,15,ZEMMOUR,REC,ED,4.5
Ipsos,2026-05-28,1,16,ARTHAUD,LO,G,1.0
Ipsos,2026-05-28,1,16,MÉLENCHON,LFI,G,13.0
Ipsos,2026-05-28,1,16,ROUSSEL,PCF,G,3.0
Ipsos,2026-05-28,1,16,TONDELIER,LE,G,4.0
Ipsos,2026-05-28,1,16,GLUCKSMANN,PP,G,14.0
Ipsos,2026-05-28,1,16,ATTAL,RE,CD,14.5
Ipsos,2026-05-28,1,16,RETAILLEAU,LR,CD,10.0
Ipsos,2026-05-28,1,16,DUPONT-AIGNAN,DLF,ED,1.5
Ipsos,2026-05-28,1,16,BARDELLA,RN,ED,35.0
Ipsos,2026-05-28,1,16,ZEMMOUR,REC,ED,4.0
Ipsos,2026-05-28,1,17,ARTHAUD,LO,G,1.0
Ipsos,2026-05-28,1,17,MÉLENCHON,LFI,G,13.0
Ipsos,2026-05-28,1,17,ROUSSEL,PCF,G,3.0
Ipsos,2026-05-28,1,17,TONDELIER,LE,G,4.0
Ipsos,2026-05-28,1,17,GLUCKSMANN,PP,G,13.0
Ipsos,2026-05-28,1,17,PHILIPPE,HOR,CD,17.5
Ipsos,2026-05-28,1,17,RETAILLEAU,LR,CD,9.0
Ipsos,2026-05-28,1,17,DUPONT-AIGNAN,DLF,ED,1.5
Ipsos,2026-05-28,1,17,BARDELLA,RN,ED,34.0
Ipsos,2026-05-28,1,17,ZEMMOUR,REC,ED,4.0
Ipsos,2026-05-28,1,18,ARTHAUD,LO,G,1.0
Ipsos,2026-05-28,1,18,MÉLENCHON,LFI,G,13.5
Ipsos,2026-05-28,1,18,ROUSSEL,PCF,G,3.5
Ipsos,2026-05-28,1,18,TONDELIER,LE,G,5.0
Ipsos,2026-05-28,1,18,HOLLANDE,PS,G,8.0
Ipsos,2026-05-28,1,18,ATTAL,RE,CD,17.5
Ipsos,2026-05-28,1,18,RETAILLEAU,LR,CD,10.0
Ipsos,2026-05-28,1,18,DUPONT-AIGNAN,DLF,ED,1.5
Ipsos,2026-05-28,1,18,BARDELLA,RN,ED,36.0
Ipsos,2026-05-28,1,18,ZEMMOUR,REC,ED,4.0
Ipsos,2026-05-28,1,19,ARTHAUD,LO,G,1.0
Ipsos,2026-05-28,1,19,MÉLENCHON,LFI,G,13.5
Ipsos,2026-05-28,1,19,ROUSSEL,PCF,G,4.0
Ipsos,2026-05-28,1,19,TONDELIER,LE,G,5.0
Ipsos,2026-05-28,1,19,HOLLANDE,PS,G,7.5
Ipsos,2026-05-28,1,19,PHILIPPE,HOR,CD,19.0
Ipsos,2026-05-28,1,19,RETAILLEAU,LR,CD,9.0
Ipsos,2026-05-28,1,19,DUPONT-AIGNAN,DLF,ED,1.5
Ipsos,2026-05-28,1,19,BARDELLA,RN,ED,35.5
Ipsos,2026-05-28,1,19,ZEMMOUR,REC,ED,4.0
Harris,2026-05-27,1,31,ARTHAUD,LO,G,1.0
Harris,2026-05-27,1,31,MÉLENCHON,LFI,G,15.0
Harris,2026-05-27,1,31,ROUSSEL,PCF,G,3.0
Harris,2026-05-27,1,31,TONDELIER,LE,G,3.0
Harris,2026-05-27,1,31,GLUCKSMANN,PP,G,10.0
Harris,2026-05-27,1,31,PHILIPPE,HOR,CD,17.0
Harris,2026-05-27,1,31,RETAILLEAU,LR,CD,9.0
Harris,2026-05-27,1,31,DUPONT-AIGNAN,DLF,ED,2.0
Harris,2026-05-27,1,31,BARDELLA,RN,ED,34.0
Harris,2026-05-27,1,31,ZEMMOUR,REC,ED,6.0
Harris,2026-05-27,1,32,ARTHAUD,LO,G,1.0
Harris,2026-05-27,1,32,MÉLENCHON,LFI,G,15.0
Harris,2026-05-27,1,32,ROUSSEL,PCF,G,4.0
Harris,2026-05-27,1,32,TONDELIER,LE,G,3.0
Harris,2026-05-27,1,32,GLUCKSMANN,PP,G,11.0
Harris,2026-05-27,1,32,ATTAL,RE,CD,14.0
Harris,2026-05-27,1,32,RETAILLEAU,LR,CD,10.0
Harris,2026-05-27,1,32,DUPONT-AIGNAN,DLF,ED,2.0
Harris,2026-05-27,1,32,BARDELLA,RN,ED,34.0
Harris,2026-05-27,1,32,ZEMMOUR,REC,ED,6.0
Harris,2026-05-27,1,33,ARTHAUD,LO,G,1.0
Harris,2026-05-27,1,33,MÉLENCHON,LFI,G,14.0
Harris,2026-05-27,1,33,ROUSSEL,PCF,G,3.0
Harris,2026-05-27,1,33,TONDELIER,LE,G,3.0
Harris,2026-05-27,1,33,GLUCKSMANN,PP,G,11.0
Harris,2026-05-27,1,33,PHILIPPE,HOR,CD,19.0
Harris,2026-05-27,1,33,RETAILLEAU,LR,CD,10.0
Harris,2026-05-27,1,33,DUPONT-AIGNAN,DLF,ED,2.0
Harris,2026-05-27,1,33,LE PEN,RN,ED,31.0
Harris,2026-05-27,1,33,ZEMMOUR,REC,ED,6.0
Harris,2026-05-27,1,34,ARTHAUD,LO,G,1.0
Harris,2026-05-27,1,34,MÉLENCHON,LFI,G,15.0
Harris,2026-05-27,1,34,ROUSSEL,PCF,G,4.0
Harris,2026-05-27,1,34,TONDELIER,LE,G,3.0
Harris,2026-05-27,1,34,GLUCKSMANN,PP,G,11.0
Harris,2026-05-27,1,34,ATTAL,RE,CD,15.0
Harris,2026-05-27,1,34,RETAILLEAU,LR,CD,11.0
Harris,2026-05-27,1,34,DUPONT-AIGNAN,DLF,ED,2.0
Harris,2026-05-27,1,34,LE PEN,RN,ED,32.0
Harris,2026-05-27,1,34,ZEMMOUR,REC,ED,6.0
Harris,2026-05-27,1,35,ARTHAUD,LO,G,1.0
Harris,2026-05-27,1,35,MÉLENCHON,LFI,G,14.0
Harris,2026-05-27,1,35,ROUSSEL,PCF,G,3.0
Harris,2026-05-27,1,35,TONDELIER,LE,G,3.0
Harris,2026-05-27,1,35,GLUCKSMANN,PP,G,10.0
Harris,2026-05-27,1,35,ATTAL,RE,CD,9.0
Harris,2026-05-27,1,35,PHILIPPE,HOR,CD,13.0
Harris,2026-05-27,1,35,RETAILLEAU,LR,CD,8.0
Harris,2026-05-27,1,35,DUPONT-AIGNAN,DLF,ED,2.0
Harris,2026-05-27,1,35,BARDELLA,RN,ED,32.0
Harris,2026-05-27,1,35,ZEMMOUR,REC,ED,5.0
Odoxa,2026-05-21,1005,37,ARTHAUD,LO,G,0.5
Odoxa,2026-05-21,1005,37,MÉLENCHON,LFI,G,16.0
Odoxa,2026-05-21,1005,37,ROUSSEL,PCF,G,2.5
Odoxa,2026-05-21,1005,37,TONDELIER,LE,G,4.0
Odoxa,2026-05-21,1005,37,GLUCKSMANN,PP,G,11.0
Odoxa,2026-05-21,1005,37,PHILIPPE,HOR,CD,17.0
Odoxa,2026-05-21,1005,37,RETAILLEAU,LR,CD,9.0
Odoxa,2026-05-21,1005,37,DUPONT-AIGNAN,DLF,ED,2.0
Odoxa,2026-05-21,1005,37,BARDELLA,RN,ED,32.0
Odoxa,2026-05-21,1005,37,ZEMMOUR,REC,ED,6.0
Harris,2026-04-30,1725,39,ARTHAUD,LO,G,1.0
Harris,2026-04-30,1725,39,MÉLENCHON,LFI,G,12.0
Harris,2026-04-30,1725,39,ROUSSEL,PCF,G,4.0
Harris,2026-04-30,1725,39,TONDELIER,LE,G,4.0
Harris,2026-04-30,1725,39,GLUCKSMANN,PP,G,11.0
Harris,2026-04-30,1725,39,PHILIPPE,HOR,CD,19.0
Harris,2026-04-30,1725,39,RETAILLEAU,LR,CD,9.0
Harris,2026-04-30,1725,39,DUPONT-AIGNAN,DLF,ED,1.0
Harris,2026-04-30,1725,39,BARDELLA,RN,ED,34.0
Harris,2026-04-30,1725,39,ZEMMOUR,REC,ED,5.0
Harris,2026-04-30,1725,40,ARTHAUD,LO,G,1.0
Harris,2026-04-30,1725,40,MÉLENCHON,LFI,G,13.0
Harris,2026-04-30,1725,40,ROUSSEL,PCF,G,3.0
Harris,2026-04-30,1725,40,TONDELIER,LE,G,4.0
Harris,2026-04-30,1725,40,GLUCKSMANN,PP,G,12.0
Harris,2026-04-30,1725,40,ATTAL,RE,CD,14.0
Harris,2026-04-30,1725,40,RETAILLEAU,LR,CD,12.0
Harris,2026-04-30,1725,40,DUPONT-AIGNAN,DLF,ED,1.0
Harris,2026-04-30,1725,40,BARDELLA,RN,ED,35.0
Harris,2026-04-30,1725,40,ZEMMOUR,REC,ED,5.0
Harris,2026-04-30,1725,41,ARTHAUD,LO,G,1.0
Harris,2026-04-30,1725,41,MÉLENCHON,LFI,G,12.0
Harris,2026-04-30,1725,41,ROUSSEL,PCF,G,4.0
Harris,2026-04-30,1725,41,TONDELIER,LE,G,4.0
Harris,2026-04-30,1725,41,GLUCKSMANN,PP,G,11.0
Harris,2026-04-30,1725,41,PHILIPPE,HOR,CD,19.0
Harris,2026-04-30,1725,41,RETAILLEAU,LR,CD,10.0
Harris,2026-04-30,1725,41,DUPONT-AIGNAN,DLF,ED,1.0
Harris,2026-04-30,1725,41,LE PEN,RN,ED,32.0
Harris,2026-04-30,1725,41,ZEMMOUR,REC,ED,6.0
Harris,2026-04-30,1725,42,ARTHAUD,LO,G,1.0
Harris,2026-04-30,1725,42,MÉLENCHON,LFI,G,12.0
Harris,2026-04-30,1725,42,ROUSSEL,PCF,G,4.0
Harris,2026-04-30,1725,42,TONDELIER,LE,G,4.0
Harris,2026-04-30,1725,42,GLUCKSMANN,PP,G,12.0
Harris,2026-04-30,1725,42,ATTAL,RE,CD,14.0
Harris,2026-04-30,1725,42,RETAILLEAU,LR,CD,13.0
Harris,2026-04-30,1725,42,DUPONT-AIGNAN,DLF,ED,2.0
Harris,2026-04-30,1725,42,LE PEN,RN,ED,33.0
Harris,2026-04-30,1725,42,ZEMMOUR,REC,ED,5.0
Elabe,2026-03-27,1504,44,ARTHAUD,LO,G,0.5
Elabe,2026-03-27,1504,44,MÉLENCHON,LFI,G,10.5
Elabe,2026-03-27,1504,44,ROUSSEL,PCF,G,3.0
Elabe,2026-03-27,1504,44,TONDELIER,LE,G,4.5
Elabe,2026-03-27,1504,44,GLUCKSMANN,PP,G,10.5
Elabe,2026-03-27,1504,44,PHILIPPE,HOR,CD,20.5
Elabe,2026-03-27,1504,44,VILLEPIN,LFH,CD,3.0
Elabe,2026-03-27,1504,44,RETAILLEAU,LR,CD,7.0
Elabe,2026-03-27,1504,44,DUPONT-AIGNAN,DLF,ED,2.5
Elabe,2026-03-27,1504,44,BARDELLA,RN,ED,35.0
Elabe,2026-03-27,1504,44,ZEMMOUR,REC,ED,3.0
Elabe,2026-03-27,1504,45,ARTHAUD,LO,G,0.5
Elabe,2026-03-27,1504,45,MÉLENCHON,LFI,G,11.5
Elabe,2026-03-27,1504,45,ROUSSEL,PCF,G,3.5
Elabe,2026-03-27,1504,45,TONDELIER,LE,G,5.0
Elabe,2026-03-27,1504,45,GLUCKSMANN,PP,G,8.5
Elabe,2026-03-27,1504,45,PHILIPPE,HOR,CD,22.0
Elabe,2026-03-27,1504,45,VILLEPIN,LFH,CD,2.5
Elabe,2026-03-27,1504,45,RETAILLEAU,LR,CD,8.5
Elabe,2026-03-27,1504,45,DUPONT-AIGNAN,DLF,ED,3.0
Elabe,2026-03-27,1504,45,LE PEN,RN,ED,31.5
Elabe,2026-03-27,1504,45,ZEMMOUR,REC,ED,3.5
Elabe,2026-03-27,1504,46,ARTHAUD,LO,G,1.0
Elabe,2026-03-27,1504,46,MÉLENCHON,LFI,G,12.0
Elabe,2026-03-27,1504,46,ROUSSEL,PCF,G,4.0
Elabe,2026-03-27,1504,46,TONDELIER,LE,G,4.5
Elabe,2026-03-27,1504,46,FAURE,PS,G,4.5
Elabe,2026-03-27,1504,46,PHILIPPE,HOR,CD,25.5
Elabe,2026-03-27,1504,46,VILLEPIN,LFH,CD,3.0
Elabe,2026-03-27,1504,46,DUPONT-AIGNAN,DLF,ED,2.5
Elabe,2026-03-27,1504,46,BARDELLA,RN,ED,38.0
Elabe,2026-03-27,1504,46,KNAFO,REC,ED,5.0
Elabe,2026-03-27,1504,47,ARTHAUD,LO,G,1.0
Elabe,2026-03-27,1504,47,MÉLENCHON,LFI,G,12.0
Elabe,2026-03-27,1504,47,ROUSSEL,PCF,G,2.5
Elabe,2026-03-27,1504,47,TONDELIER,LE,G,4.0
Elabe,2026-03-27,1504,47,GLUCKSMANN,PP,G,12.5
Elabe,2026-03-27,1504,47,ATTAL,RE,CD,11.5
Elabe,2026-03-27,1504,47,VILLEPIN,LFH,CD,6.0
Elabe,2026-03-27,1504,47,RETAILLEAU,LR,CD,10.0
Elabe,2026-03-27,1504,47,DUPONT-AIGNAN,DLF,ED,2.5
Elabe,2026-03-27,1504,47,LE PEN,RN,ED,34.0
Elabe,2026-03-27,1504,47,KNAFO,REC,ED,4.0
Elabe,2026-03-27,1504,48,ARTHAUD,LO,G,0.5
Elabe,2026-03-27,1504,48,MÉLENCHON,LFI,G,13.0
Elabe,2026-03-27,1504,48,ROUSSEL,PCF,G,3.0
Elabe,2026-03-27,1504,48,TONDELIER,LE,G,5.0
Elabe,2026-03-27,1504,48,GLUCKSMANN,PP,G,12.5
Elabe,2026-03-27,1504,48,DARMANIN,RE,CD,8.0
Elabe,2026-03-27,1504,48,VILLEPIN,LFH,CD,5.0
Elabe,2026-03-27,1504,48,RETAILLEAU,LR,CD,8.5
Elabe,2026-03-27,1504,48,DUPONT-AIGNAN,DLF,ED,2.5
Elabe,2026-03-27,1504,48,BARDELLA,RN,ED,38.5
Elabe,2026-03-27,1504,48,KNAFO,REC,ED,3.5
Elabe,2026-03-27,1504,49,ARTHAUD,LO,G,1.0
Elabe,2026-03-27,1504,49,MÉLENCHON,LFI,G,11.0
Elabe,2026-03-27,1504,49,ROUSSEL,PCF,G,3.0
Elabe,2026-03-27,1504,49,RUFFIN,LE,G,8.0
Elabe,2026-03-27,1504,49,GLUCKSMANN,PP,G,12.0
Elabe,2026-03-27,1504,49,LECORNU,RE,CD,6.5
Elabe,2026-03-27,1504,49,VILLEPIN,LFH,CD,5.5
Elabe,2026-03-27,1504,49,RETAILLEAU,LR,CD,9.5
Elabe,2026-03-27,1504,49,DUPONT-AIGNAN,DLF,ED,2.5
Elabe,2026-03-27,1504,49,BARDELLA,RN,ED,37.5
Elabe,2026-03-27,1504,49,ZEMMOUR,REC,ED,3.5
Odoxa,2026-03-26,1,50,ARTHAUD,LO,G,1.0
Odoxa,2026-03-26,1,50,MÉLENCHON,LFI,G,12.0
Odoxa,2026-03-26,1,50,ROUSSEL,PCF,G,2.0
Odoxa,2026-03-26,1,50,TONDELIER,LE,G,5.0
Odoxa,2026-03-26,1,50,GLUCKSMANN,PP,G,10.0
Odoxa,2026-03-26,1,50,PHILIPPE,HOR,CD,21.0
Odoxa,2026-03-26,1,50,RETAILLEAU,LR,CD,8.0
Odoxa,2026-03-26,1,50,DUPONT-AIGNAN,DLF,ED,2.0
Odoxa,2026-03-26,1,50,BARDELLA,RN,ED,34.0
Odoxa,2026-03-26,1,50,KNAFO,REC,ED,5.0
Odoxa,2026-03-26,1,51,ARTHAUD,LO,G,1.0
Odoxa,2026-03-26,1,51,MÉLENCHON,LFI,G,13.0
Odoxa,2026-03-26,1,51,ROUSSEL,PCF,G,2.0
Odoxa,2026-03-26,1,51,TONDELIER,LE,G,4.0
Odoxa,2026-03-26,1,51,GLUCKSMANN,PP,G,10.0
Odoxa,2026-03-26,1,51,PHILIPPE,HOR,CD,25.0
Odoxa,2026-03-26,1,51,DUPONT-AIGNAN,DLF,ED,2.0
Odoxa,2026-03-26,1,51,BARDELLA,RN,ED,38.0
Odoxa,2026-03-26,1,51,KNAFO,REC,ED,5.0
Harris,2026-03-22,1062,52,ARTHAUD,LO,G,1.0
Harris,2026-03-22,1062,52,MÉLENCHON,LFI,G,11.0
Harris,2026-03-22,1062,52,ROUSSEL,PCF,G,3.0
Harris,2026-03-22,1062,52,TONDELIER,LE,G,4.0
Harris,2026-03-22,1062,52,GLUCKSMANN,PP,G,14.0
Harris,2026-03-22,1062,52,PHILIPPE,HOR,CD,18.0
Harris,2026-03-22,1062,52,RETAILLEAU,LR,CD,7.0
Harris,2026-03-22,1062,52,DUPONT-AIGNAN,DLF,ED,2.0
Harris,2026-03-22,1062,52,BARDELLA,RN,ED,35.0
Harris,2026-03-22,1062,52,ZEMMOUR,REC,ED,5.0
Harris,2026-03-22,1062,53,ARTHAUD,LO,G,1.0
Harris,2026-03-22,1062,53,MÉLENCHON,LFI,G,11.0
Harris,2026-03-22,1062,53,ROUSSEL,PCF,G,3.0
Harris,2026-03-22,1062,53,TONDELIER,LE,G,5.0
Harris,2026-03-22,1062,53,GLUCKSMANN,PP,G,14.0
Harris,2026-03-22,1062,53,ATTAL,RE,CD,13.0
Harris,2026-03-22,1062,53,RETAILLEAU,LR,CD,10.0
Harris,2026-03-22,1062,53,DUPONT-AIGNAN,DLF,ED,2.0
Harris,2026-03-22,1062,53,BARDELLA,RN,ED,36.0
Harris,2026-03-22,1062,53,ZEMMOUR,REC,ED,5.0
Ifop,2026-02-27,1393,54,ARTHAUD,LO,G,1.0
Ifop,2026-02-27,1393,54,MÉLENCHON,LFI,G,11.0
Ifop,2026-02-27,1393,54,ROUSSEL,PCF,G,2.0
Ifop,2026-02-27,1393,54,TONDELIER,LE,G,4.0
Ifop,2026-02-27,1393,54,GLUCKSMANN,PP,G,10.0
Ifop,2026-02-27,1393,54,PHILIPPE,HOR,CD,16.0
Ifop,2026-02-27,1393,54,VILLEPIN,LFH,CD,3.5
Ifop,2026-02-27,1393,54,RETAILLEAU,LR,CD,10.0
Ifop,2026-02-27,1393,54,DUPONT-AIGNAN,DLF,ED,2.5
Ifop,2026-02-27,1393,54,BARDELLA,RN,ED,36.0
Ifop,2026-02-27,1393,54,ZEMMOUR,REC,ED,4.0
Ifop,2026-02-27,1393,55,ARTHAUD,LO,G,1.0
Ifop,2026-02-27,1393,55,MÉLENCHON,LFI,G,10.0
Ifop,2026-02-27,1393,55,ROUSSEL,PCF,G,2.0
Ifop,2026-02-27,1393,55,TONDELIER,LE,G,4.0
Ifop,2026-02-27,1393,55,GLUCKSMANN,PP,G,11.0
Ifop,2026-02-27,1393,55,PHILIPPE,HOR,CD,16.0
Ifop,2026-02-27,1393,55,VILLEPIN,LFH,CD,5.0
Ifop,2026-02-27,1393,55,RETAILLEAU,LR,CD,11.0
Ifop,2026-02-27,1393,55,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2026-02-27,1393,55,LE PEN,RN,ED,34.0
Ifop,2026-02-27,1393,55,ZEMMOUR,REC,ED,4.0
Ifop,2026-02-27,1393,56,ARTHAUD,LO,G,2.0
Ifop,2026-02-27,1393,56,MÉLENCHON,LFI,G,10.0
Ifop,2026-02-27,1393,56,ROUSSEL,PCF,G,3.0
Ifop,2026-02-27,1393,56,TONDELIER,LE,G,4.0
Ifop,2026-02-27,1393,56,GLUCKSMANN,PP,G,12.0
Ifop,2026-02-27,1393,56,ATTAL,RE,CD,11.0
Ifop,2026-02-27,1393,56,VILLEPIN,LFH,CD,4.0
Ifop,2026-02-27,1393,56,RETAILLEAU,LR,CD,12.0
Ifop,2026-02-27,1393,56,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2026-02-27,1393,56,BARDELLA,RN,ED,36.0
Ifop,2026-02-27,1393,56,ZEMMOUR,REC,ED,4.0
Ifop,2026-02-27,1393,57,ARTHAUD,LO,G,2.0
Ifop,2026-02-27,1393,57,MÉLENCHON,LFI,G,11.0
