# Sondages 1er tour présidentielle 2027 — https://fr.wikipedia.org/wiki/Liste_de_sondages_sur_l%27%C3%A9lection_pr%C3%A9sidentielle_fran%C3%A7aise_de_2027
# Relevé le 2026-09-17 par src/scrape_pres_2027.py ; une ligne par candidat·e et hypothèse.
# bloc : nomenclature du modèle (G gauche, CD centre+droite, ED extrême droite, AU hors axe).
institut,date_fin,echantillon,hypothese,candidat,parti,bloc,valeur
Ifop,2024-04-18,1090,20,ARTHAUD,LO,G,1.5
Ifop,2024-04-18,1090,20,POUTOU,NPA-A,G,1.5
Ifop,2024-04-18,1090,20,ROUSSEL,PCF,G,4.5
Ifop,2024-04-18,1090,20,MÉLENCHON,LFI,G,13.0
Ifop,2024-04-18,1090,20,FAURE,PS,G,4.5
Ifop,2024-04-18,1090,20,TONDELIER,LE,G,2.0
Ifop,2024-04-18,1090,20,PHILIPPE,ENS,CD,24.0
Ifop,2024-04-18,1090,20,WAUQUIEZ,LR,CD,5.0
Ifop,2024-04-18,1090,20,LASSALLE,RES,CD,2.0
Ifop,2024-04-18,1090,20,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2024-04-18,1090,20,LE PEN,RN,ED,34.0
Ifop,2024-04-18,1090,20,ZEMMOUR,REC,ED,5.0
Ifop,2024-04-18,1090,21,ARTHAUD,LO,G,1.5
Ifop,2024-04-18,1090,21,POUTOU,NPA-A,G,1.5
Ifop,2024-04-18,1090,21,ROUSSEL,PCF,G,5.0
Ifop,2024-04-18,1090,21,MÉLENCHON,LFI,G,16.0
Ifop,2024-04-18,1090,21,FAURE,PS,G,4.5
Ifop,2024-04-18,1090,21,TONDELIER,LE,G,2.5
Ifop,2024-04-18,1090,21,LE MAIRE,ENS,CD,14.0
Ifop,2024-04-18,1090,21,WAUQUIEZ,LR,CD,8.0
Ifop,2024-04-18,1090,21,LASSALLE,RES,CD,2.0
Ifop,2024-04-18,1090,21,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2024-04-18,1090,21,LE PEN,RN,ED,35.0
Ifop,2024-04-18,1090,21,ZEMMOUR,REC,ED,7.0
Ifop,2024-04-18,1090,22,ARTHAUD,LO,G,2.0
Ifop,2024-04-18,1090,22,POUTOU,NPA-A,G,1.5
Ifop,2024-04-18,1090,22,ROUSSEL,PCF,G,6.0
Ifop,2024-04-18,1090,22,MÉLENCHON,LFI,G,15.0
Ifop,2024-04-18,1090,22,FAURE,PS,G,5.5
Ifop,2024-04-18,1090,22,TONDELIER,LE,G,3.0
Ifop,2024-04-18,1090,22,DARMANIN,ENS,CD,12.0
Ifop,2024-04-18,1090,22,WAUQUIEZ,LR,CD,8.5
Ifop,2024-04-18,1090,22,LASSALLE,RES,CD,2.0
Ifop,2024-04-18,1090,22,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2024-04-18,1090,22,LE PEN,RN,ED,36.0
Ifop,2024-04-18,1090,22,ZEMMOUR,REC,ED,6.5
Ifop,2024-04-18,1090,23,ARTHAUD,LO,G,1.5
Ifop,2024-04-18,1090,23,POUTOU,NPA-A,G,2.0
Ifop,2024-04-18,1090,23,ROUSSEL,PCF,G,5.0
Ifop,2024-04-18,1090,23,RUFFIN,LFI,G,7.0
Ifop,2024-04-18,1090,23,FAURE,PS,G,3.5
Ifop,2024-04-18,1090,23,TONDELIER,LE,G,3.0
Ifop,2024-04-18,1090,23,PHILIPPE,ENS,CD,25.0
Ifop,2024-04-18,1090,23,WAUQUIEZ,LR,CD,5.0
Ifop,2024-04-18,1090,23,LASSALLE,RES,CD,3.0
Ifop,2024-04-18,1090,23,DUPONT-AIGNAN,DLF,ED,2.5
Ifop,2024-04-18,1090,23,LE PEN,RN,ED,35.0
Ifop,2024-04-18,1090,23,ZEMMOUR,REC,ED,6.5
Ifop,2024-04-18,1090,24,ARTHAUD,LO,G,1.0
Ifop,2024-04-18,1090,24,POUTOU,NPA-A,G,2.0
Ifop,2024-04-18,1090,24,ROUSSEL,PCF,G,5.5
Ifop,2024-04-18,1090,24,MÉLENCHON,LFI,G,12.0
Ifop,2024-04-18,1090,24,HOLLANDE,PS,G,8.0
Ifop,2024-04-18,1090,24,PHILIPPE,ENS,CD,24.0
Ifop,2024-04-18,1090,24,WAUQUIEZ,LR,CD,5.0
Ifop,2024-04-18,1090,24,LASSALLE,RES,CD,2.0
Ifop,2024-04-18,1090,24,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2024-04-18,1090,24,LE PEN,RN,ED,32.0
Ifop,2024-04-18,1090,24,ZEMMOUR,REC,ED,6.5
Ifop,2024-04-18,1090,25,ARTHAUD,LO,G,1.5
Ifop,2024-04-18,1090,25,POUTOU,NPA-A,G,1.0
Ifop,2024-04-18,1090,25,ROUSSEL,PCF,G,5.0
Ifop,2024-04-18,1090,25,MÉLENCHON,LFI,G,13.0
Ifop,2024-04-18,1090,25,FAURE,PS,G,4.0
Ifop,2024-04-18,1090,25,TONDELIER,LE,G,2.5
Ifop,2024-04-18,1090,25,PHILIPPE,ENS,CD,24.0
Ifop,2024-04-18,1090,25,BERTRAND,LR,CD,6.0
Ifop,2024-04-18,1090,25,LASSALLE,RES,CD,2.0
Ifop,2024-04-18,1090,25,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2024-04-18,1090,25,LE PEN,RN,ED,33.0
Ifop,2024-04-18,1090,25,ZEMMOUR,REC,ED,6.0
Ifop,2024-04-18,1090,26,ARTHAUD,LO,G,1.0
Ifop,2024-04-18,1090,26,POUTOU,NPA-A,G,2.0
Ifop,2024-04-18,1090,26,ROUSSEL,PCF,G,5.0
Ifop,2024-04-18,1090,26,MÉLENCHON,LFI,G,13.0
Ifop,2024-04-18,1090,26,FAURE,PS,G,3.0
Ifop,2024-04-18,1090,26,TONDELIER,LE,G,2.0
Ifop,2024-04-18,1090,26,ATTAL,ENS,CD,22.0
Ifop,2024-04-18,1090,26,WAUQUIEZ,LR,CD,8.0
Ifop,2024-04-18,1090,26,LASSALLE,RES,CD,2.5
Ifop,2024-04-18,1090,26,DUPONT-AIGNAN,DLF,ED,2.5
Ifop,2024-04-18,1090,26,BARDELLA,RN,ED,30.0
Ifop,2024-04-18,1090,26,ZEMMOUR,REC,ED,9.0
Ifop,2024-04-18,1090,27,ARTHAUD,LO,G,1.5
Ifop,2024-04-18,1090,27,POUTOU,NPA-A,G,0.5
Ifop,2024-04-18,1090,27,ROUSSEL,PCF,G,4.5
Ifop,2024-04-18,1090,27,MÉLENCHON,LFI,G,14.0
Ifop,2024-04-18,1090,27,FAURE,PS,G,3.0
Ifop,2024-04-18,1090,27,TONDELIER,LE,G,2.0
Ifop,2024-04-18,1090,27,PHILIPPE,ENS,CD,26.0
Ifop,2024-04-18,1090,27,WAUQUIEZ,LR,CD,5.0
Ifop,2024-04-18,1090,27,LASSALLE,RES,CD,1.5
Ifop,2024-04-18,1090,27,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2024-04-18,1090,27,BARDELLA,RN,ED,33.0
Ifop,2024-04-18,1090,27,ZEMMOUR,REC,ED,7.0
Cluster17,2024-04-05,1713,28,POUTOU,NPA-A,G,2.0
Cluster17,2024-04-05,1713,28,RUFFIN,PCF,G,29.0
Cluster17,2024-04-05,1713,28,PHILIPPE,ENS,CD,25.0
Cluster17,2024-04-05,1713,28,WAUQUIEZ,LR,CD,4.5
Cluster17,2024-04-05,1713,28,DUPONT-AIGNAN,DLF,ED,3.0
Cluster17,2024-04-05,1713,28,LE PEN,RN,ED,30.0
Cluster17,2024-04-05,1713,28,ZEMMOUR,REC,ED,6.5
Cluster17,2024-04-05,1713,29,POUTOU,NPA-A,G,3.0
Cluster17,2024-04-05,1713,29,MÉLENCHON,PCF,G,18.0
Cluster17,2024-04-05,1713,29,PHILIPPE,ENS,CD,31.0
Cluster17,2024-04-05,1713,29,WAUQUIEZ,LR,CD,5.0
Cluster17,2024-04-05,1713,29,DUPONT-AIGNAN,DLF,ED,4.0
Cluster17,2024-04-05,1713,29,LE PEN,RN,ED,32.0
Cluster17,2024-04-05,1713,29,ZEMMOUR,REC,ED,7.0
Ifop,2024-01-10,1144,32,ARTHAUD,LO,G,1.0
Ifop,2024-01-10,1144,32,POUTOU,NPA-A,G,2.0
Ifop,2024-01-10,1144,32,ROUSSEL,PCF,G,5.0
Ifop,2024-01-10,1144,32,MÉLENCHON,LFI,G,14.5
Ifop,2024-01-10,1144,32,FAURE,PS,G,4.0
Ifop,2024-01-10,1144,32,TONDELIER,LE,G,1.0
Ifop,2024-01-10,1144,32,ATTAL,ENS,CD,24.0
Ifop,2024-01-10,1144,32,WAUQUIEZ,LR,CD,6.0
Ifop,2024-01-10,1144,32,LASSALLE,RES,CD,2.5
Ifop,2024-01-10,1144,32,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2024-01-10,1144,32,BARDELLA,RN,ED,28.0
Ifop,2024-01-10,1144,32,ZEMMOUR,REC,ED,9.0
Ifop,2024-01-10,1144,33,ARTHAUD,LO,G,0.5
Ifop,2024-01-10,1144,33,POUTOU,NPA-A,G,1.5
Ifop,2024-01-10,1144,33,ROUSSEL,PCF,G,6.0
Ifop,2024-01-10,1144,33,MÉLENCHON,LFI,G,15.0
Ifop,2024-01-10,1144,33,FAURE,PS,G,3.5
Ifop,2024-01-10,1144,33,TONDELIER,LE,G,1.5
Ifop,2024-01-10,1144,33,PHILIPPE,ENS,CD,26.0
Ifop,2024-01-10,1144,33,WAUQUIEZ,LR,CD,6.0
Ifop,2024-01-10,1144,33,LASSALLE,RES,CD,2.5
Ifop,2024-01-10,1144,33,DUPONT-AIGNAN,DLF,ED,2.5
Ifop,2024-01-10,1144,33,BARDELLA,RN,ED,27.0
Ifop,2024-01-10,1144,33,ZEMMOUR,REC,ED,8.0
Ifop,2024-01-10,1144,34,ARTHAUD,LO,G,0.5
Ifop,2024-01-10,1144,34,POUTOU,NPA-A,G,2.0
Ifop,2024-01-10,1144,34,ROUSSEL,PCF,G,6.5
Ifop,2024-01-10,1144,34,MÉLENCHON,LFI,G,14.0
Ifop,2024-01-10,1144,34,FAURE,PS,G,3.5
Ifop,2024-01-10,1144,34,TONDELIER,LE,G,1.5
Ifop,2024-01-10,1144,34,ATTAL,ENS,CD,23.0
Ifop,2024-01-10,1144,34,WAUQUIEZ,LR,CD,6.0
Ifop,2024-01-10,1144,34,LASSALLE,RES,CD,2.5
Ifop,2024-01-10,1144,34,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2024-01-10,1144,34,LE PEN,RN,ED,32.0
Ifop,2024-01-10,1144,34,ZEMMOUR,REC,ED,6.5
Ifop,2024-01-10,1144,35,ARTHAUD,LO,G,0.5
Ifop,2024-01-10,1144,35,POUTOU,NPA-A,G,1.5
Ifop,2024-01-10,1144,35,ROUSSEL,PCF,G,6.0
Ifop,2024-01-10,1144,35,MÉLENCHON,LFI,G,13.0
Ifop,2024-01-10,1144,35,FAURE,PS,G,3.0
Ifop,2024-01-10,1144,35,TONDELIER,LE,G,2.0
Ifop,2024-01-10,1144,35,PHILIPPE,ENS,CD,25.0
Ifop,2024-01-10,1144,35,WAUQUIEZ,LR,CD,5.0
Ifop,2024-01-10,1144,35,LASSALLE,RES,CD,2.5
Ifop,2024-01-10,1144,35,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2024-01-10,1144,35,LE PEN,RN,ED,33.0
Ifop,2024-01-10,1144,35,ZEMMOUR,REC,ED,6.5
Ifop,2023-10-25,1084,1,ARTHAUD,LO,G,1.0
Ifop,2023-10-25,1084,1,POUTOU,NPA-A,G,2.0
Ifop,2023-10-25,1084,1,ROUSSEL,PCF,G,6.0
Ifop,2023-10-25,1084,1,MÉLENCHON,LFI,G,14.0
Ifop,2023-10-25,1084,1,FAURE,PS,G,4.0
Ifop,2023-10-25,1084,1,TONDELIER,EELV,G,1.0
Ifop,2023-10-25,1084,1,PHILIPPE,ENS,CD,25.0
Ifop,2023-10-25,1084,1,WAUQUIEZ,LR,CD,5.0
Ifop,2023-10-25,1084,1,LASSALLE,RES,CD,2.5
Ifop,2023-10-25,1084,1,DUPONT-AIGNAN,DLF,ED,2.0
Ifop,2023-10-25,1084,1,LE PEN,RN,ED,31.0
Ifop,2023-10-25,1084,1,ZEMMOUR,REC,ED,6.5
Ifop,2023-10-25,1084,2,ARTHAUD,LO,G,1.0
Ifop,2023-10-25,1084,2,POUTOU,NPA-A,G,1.0
Ifop,2023-10-25,1084,2,ROUSSEL,PCF,G,6.0
Ifop,2023-10-25,1084,2,MÉLENCHON,LFI,G,14.0
Ifop,2023-10-25,1084,2,FAURE,PS,G,5.0
Ifop,2023-10-25,1084,2,TONDELIER,EELV,G,2.0
Ifop,2023-10-25,1084,2,ATTAL,ENS,CD,19.0
Ifop,2023-10-25,1084,2,WAUQUIEZ,LR,CD,6.0
Ifop,2023-10-25,1084,2,LASSALLE,RES,CD,4.0
Ifop,2023-10-25,1084,2,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2023-10-25,1084,2,LE PEN,RN,ED,33.0
Ifop,2023-10-25,1084,2,ZEMMOUR,REC,ED,6.0
Ifop,2023-10-25,1084,3,ARTHAUD,LO,G,1.5
Ifop,2023-10-25,1084,3,POUTOU,NPA-A,G,1.0
Ifop,2023-10-25,1084,3,ROUSSEL,PCF,G,7.0
Ifop,2023-10-25,1084,3,MÉLENCHON,LFI,G,15.0
Ifop,2023-10-25,1084,3,FAURE,PS,G,5.5
Ifop,2023-10-25,1084,3,TONDELIER,EELV,G,2.0
Ifop,2023-10-25,1084,3,LE MAIRE,ENS,CD,18.0
Ifop,2023-10-25,1084,3,WAUQUIEZ,LR,CD,6.0
Ifop,2023-10-25,1084,3,LASSALLE,RES,CD,3.0
Ifop,2023-10-25,1084,3,DUPONT-AIGNAN,DLF,ED,2.5
Ifop,2023-10-25,1084,3,LE PEN,RN,ED,32.0
Ifop,2023-10-25,1084,3,ZEMMOUR,REC,ED,6.5
Ifop,2023-10-25,1084,4,ARTHAUD,LO,G,1.5
Ifop,2023-10-25,1084,4,POUTOU,NPA-A,G,1.5
Ifop,2023-10-25,1084,4,ROUSSEL,PCF,G,6.0
Ifop,2023-10-25,1084,4,MÉLENCHON,LFI,G,15.0
Ifop,2023-10-25,1084,4,FAURE,PS,G,6.0
Ifop,2023-10-25,1084,4,TONDELIER,EELV,G,2.0
Ifop,2023-10-25,1084,4,DARMANIN,ENS,CD,16.0
Ifop,2023-10-25,1084,4,WAUQUIEZ,LR,CD,6.0
Ifop,2023-10-25,1084,4,LASSALLE,RES,CD,3.5
Ifop,2023-10-25,1084,4,DUPONT-AIGNAN,DLF,ED,2.5
Ifop,2023-10-25,1084,4,LE PEN,RN,ED,33.0
Ifop,2023-10-25,1084,4,ZEMMOUR,REC,ED,7.0
Ifop,2023-10-25,1084,5,ARTHAUD,LO,G,1.5
Ifop,2023-10-25,1084,5,POUTOU,NPA-A,G,2.0
Ifop,2023-10-25,1084,5,ROUSSEL,PCF,G,7.5
Ifop,2023-10-25,1084,5,RUFFIN,LFI,G,7.0
Ifop,2023-10-25,1084,5,FAURE,PS,G,4.0
Ifop,2023-10-25,1084,5,TONDELIER,EELV,G,2.0
Ifop,2023-10-25,1084,5,PHILIPPE,ENS,CD,26.0
Ifop,2023-10-25,1084,5,WAUQUIEZ,LR,CD,6.0
Ifop,2023-10-25,1084,5,LASSALLE,RES,CD,2.5
Ifop,2023-10-25,1084,5,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2023-10-25,1084,5,LE PEN,RN,ED,32.0
Ifop,2023-10-25,1084,5,ZEMMOUR,REC,ED,6.5
Harris Interactive,2023-09-04,2525,6,ARTHAUD,LO,G,1.0
Harris Interactive,2023-09-04,2525,6,POUTOU,NPA-A,G,2.0
Harris Interactive,2023-09-04,2525,6,ROUSSEL,PCF,G,6.0
Harris Interactive,2023-09-04,2525,6,MÉLENCHON,LFI,G,16.0
Harris Interactive,2023-09-04,2525,6,CAZENEUVE,PS,G,5.0
Harris Interactive,2023-09-04,2525,6,JADOT,EELV,G,5.0
Harris Interactive,2023-09-04,2525,6,PHILIPPE,ENS,CD,22.0
Harris Interactive,2023-09-04,2525,6,WAUQUIEZ,LR,CD,5.0
Harris Interactive,2023-09-04,2525,6,DUPONT-AIGNAN,DLF,ED,2.0
Harris Interactive,2023-09-04,2525,6,LE PEN,RN,ED,30.0
Harris Interactive,2023-09-04,2525,6,ZEMMOUR,REC,ED,6.0
Harris Interactive,2023-09-04,2525,7,ARTHAUD,LO,G,1.0
Harris Interactive,2023-09-04,2525,7,POUTOU,NPA-A,G,2.0
Harris Interactive,2023-09-04,2525,7,ROUSSEL,PCF,G,6.0
Harris Interactive,2023-09-04,2525,7,MÉLENCHON,LFI,G,16.0
Harris Interactive,2023-09-04,2525,7,CAZENEUVE,PS,G,7.0
Harris Interactive,2023-09-04,2525,7,JADOT,EELV,G,5.0
Harris Interactive,2023-09-04,2525,7,LE MAIRE,ENS,CD,16.0
Harris Interactive,2023-09-04,2525,7,WAUQUIEZ,LR,CD,7.0
Harris Interactive,2023-09-04,2525,7,DUPONT-AIGNAN,DLF,ED,2.0
Harris Interactive,2023-09-04,2525,7,LE PEN,RN,ED,32.0
Harris Interactive,2023-09-04,2525,7,ZEMMOUR,REC,ED,6.0
Harris Interactive,2023-09-04,2525,8,ARTHAUD,LO,G,1.0
Harris Interactive,2023-09-04,2525,8,POUTOU,NPA-A,G,2.0
Harris Interactive,2023-09-04,2525,8,ROUSSEL,PCF,G,6.0
Harris Interactive,2023-09-04,2525,8,MÉLENCHON,LFI,G,16.0
Harris Interactive,2023-09-04,2525,8,CAZENEUVE,PS,G,8.0
Harris Interactive,2023-09-04,2525,8,JADOT,EELV,G,6.0
Harris Interactive,2023-09-04,2525,8,DARMANIN,ENS,CD,14.0
Harris Interactive,2023-09-04,2525,8,WAUQUIEZ,LR,CD,7.0
Harris Interactive,2023-09-04,2525,8,DUPONT-AIGNAN,DLF,ED,2.0
Harris Interactive,2023-09-04,2525,8,LE PEN,RN,ED,32.0
Harris Interactive,2023-09-04,2525,8,ZEMMOUR,REC,ED,6.0
Harris Interactive,2023-09-04,2525,9,ARTHAUD,LO,G,1.0
Harris Interactive,2023-09-04,2525,9,POUTOU,NPA-A,G,2.0
Harris Interactive,2023-09-04,2525,9,ROUSSEL,PCF,G,5.0
Harris Interactive,2023-09-04,2525,9,MÉLENCHON,LFI,G,16.0
Harris Interactive,2023-09-04,2525,9,CAZENEUVE,PS,G,8.0
Harris Interactive,2023-09-04,2525,9,JADOT,EELV,G,7.0
Harris Interactive,2023-09-04,2525,9,ATTAL,ENS,CD,12.0
Harris Interactive,2023-09-04,2525,9,WAUQUIEZ,LR,CD,8.0
Harris Interactive,2023-09-04,2525,9,DUPONT-AIGNAN,DLF,ED,2.0
Harris Interactive,2023-09-04,2525,9,LE PEN,RN,ED,32.0
Harris Interactive,2023-09-04,2525,9,ZEMMOUR,REC,ED,7.0
Harris Interactive,2023-09-04,2525,10,ARTHAUD,LO,G,1.0
Harris Interactive,2023-09-04,2525,10,POUTOU,NPA-A,G,2.0
Harris Interactive,2023-09-04,2525,10,ROUSSEL,PCF,G,6.0
Harris Interactive,2023-09-04,2525,10,MÉLENCHON,LFI,G,16.0
Harris Interactive,2023-09-04,2525,10,CAZENEUVE,PS,G,9.0
Harris Interactive,2023-09-04,2525,10,JADOT,EELV,G,5.0
Harris Interactive,2023-09-04,2525,10,BORNE,ENS,CD,11.0
Harris Interactive,2023-09-04,2525,10,WAUQUIEZ,LR,CD,9.0
Harris Interactive,2023-09-04,2525,10,DUPONT-AIGNAN,DLF,ED,2.0
Harris Interactive,2023-09-04,2525,10,LE PEN,RN,ED,33.0
Harris Interactive,2023-09-04,2525,10,ZEMMOUR,REC,ED,6.0
Harris Interactive,2023-09-04,2525,11,ARTHAUD,LO,G,1.0
Harris Interactive,2023-09-04,2525,11,POUTOU,NPA-A,G,2.0
Harris Interactive,2023-09-04,2525,11,ROUSSEL,PCF,G,6.0
Harris Interactive,2023-09-04,2525,11,MÉLENCHON,LFI,G,17.0
Harris Interactive,2023-09-04,2525,11,CAZENEUVE,PS,G,9.0
Harris Interactive,2023-09-04,2525,11,JADOT,EELV,G,6.0
Harris Interactive,2023-09-04,2525,11,CASTEX,ENS,CD,9.0
Harris Interactive,2023-09-04,2525,11,WAUQUIEZ,LR,CD,9.0
Harris Interactive,2023-09-04,2525,11,DUPONT-AIGNAN,DLF,ED,2.0
Harris Interactive,2023-09-04,2525,11,LE PEN,RN,ED,33.0
Harris Interactive,2023-09-04,2525,11,ZEMMOUR,REC,ED,6.0
Harris Interactive,2023-09-04,2525,12,ARTHAUD,LO,G,1.0
Harris Interactive,2023-09-04,2525,12,POUTOU,NPA-A,G,2.0
Harris Interactive,2023-09-04,2525,12,ROUSSEL,PCF,G,6.0
Harris Interactive,2023-09-04,2525,12,MÉLENCHON,LFI,G,16.0
Harris Interactive,2023-09-04,2525,12,CAZENEUVE,PS,G,10.0
Harris Interactive,2023-09-04,2525,12,JADOT,EELV,G,6.0
Harris Interactive,2023-09-04,2525,12,BAYROU,ENS,CD,8.0
Harris Interactive,2023-09-04,2525,12,WAUQUIEZ,LR,CD,9.0
Harris Interactive,2023-09-04,2525,12,DUPONT-AIGNAN,DLF,ED,3.0
Harris Interactive,2023-09-04,2525,12,LE PEN,RN,ED,33.0
Harris Interactive,2023-09-04,2525,12,ZEMMOUR,REC,ED,6.0
Harris Interactive,2023-09-04,2525,13,ARTHAUD,LO,G,1.0
Harris Interactive,2023-09-04,2525,13,POUTOU,NPA-A,G,2.0
Harris Interactive,2023-09-04,2525,13,ROUSSEL,PCF,G,6.0
Harris Interactive,2023-09-04,2525,13,MÉLENCHON,LFI,G,17.0
Harris Interactive,2023-09-04,2525,13,CAZENEUVE,PS,G,10.0
Harris Interactive,2023-09-04,2525,13,JADOT,EELV,G,7.0
Harris Interactive,2023-09-04,2525,13,BRAUN-PIVET,ENS,CD,5.0
Harris Interactive,2023-09-04,2525,13,WAUQUIEZ,LR,CD,10.0
Harris Interactive,2023-09-04,2525,13,DUPONT-AIGNAN,DLF,ED,3.0
Harris Interactive,2023-09-04,2525,13,LE PEN,RN,ED,33.0
Harris Interactive,2023-09-04,2525,13,ZEMMOUR,REC,ED,6.0
OpinionWay,2023-04-13,965,14,ARTHAUD,LO,G,1.0
OpinionWay,2023-04-13,965,14,POUTOU,NPA-A,G,3.0
OpinionWay,2023-04-13,965,14,MÉLENCHON,LFI,G,17.0
OpinionWay,2023-04-13,965,14,FAURE,PS,G,6.0
OpinionWay,2023-04-13,965,14,ROUSSEAU,EELV,G,2.0
OpinionWay,2023-04-13,965,14,PHILIPPE,ENS,CD,32.0
OpinionWay,2023-04-13,965,14,WAUQUIEZ,LR,CD,7.0
OpinionWay,2023-04-13,965,14,BARDELLA,RN,ED,23.0
OpinionWay,2023-04-13,965,14,ZEMMOUR,REC,ED,9.0
Harris Interactive,2023-04-07,1320,15,ARTHAUD,LO,G,1.0
Harris Interactive,2023-04-07,1320,15,POUTOU,NPA-A,G,2.0
Harris Interactive,2023-04-07,1320,15,ROUSSEL,PCF,G,4.0
Harris Interactive,2023-04-07,1320,15,MÉLENCHON,LFI,G,16.0
Harris Interactive,2023-04-07,1320,15,CAZENEUVE,PS,G,5.0
Harris Interactive,2023-04-07,1320,15,JADOT,EELV,G,4.0
Harris Interactive,2023-04-07,1320,15,PHILIPPE,ENS,CD,24.0
Harris Interactive,2023-04-07,1320,15,WAUQUIEZ,LR,CD,5.0
Harris Interactive,2023-04-07,1320,15,DUPONT-AIGNAN,DLF,ED,2.0
Harris Interactive,2023-04-07,1320,15,LE PEN,RN,ED,30.0
Harris Interactive,2023-04-07,1320,15,ZEMMOUR,REC,ED,7.0
Harris Interactive,2023-04-07,1320,16,ARTHAUD,LO,G,1.0
Harris Interactive,2023-04-07,1320,16,POUTOU,NPA-A,G,2.0
Harris Interactive,2023-04-07,1320,16,ROUSSEL,PCF,G,5.0
Harris Interactive,2023-04-07,1320,16,MÉLENCHON,LFI,G,18.0
Harris Interactive,2023-04-07,1320,16,CAZENEUVE,PS,G,7.0
Harris Interactive,2023-04-07,1320,16,JADOT,EELV,G,5.0
Harris Interactive,2023-04-07,1320,16,LE MAIRE,ENS,CD,16.0
Harris Interactive,2023-04-07,1320,16,WAUQUIEZ,LR,CD,5.0
Harris Interactive,2023-04-07,1320,16,DUPONT-AIGNAN,DLF,ED,2.0
Harris Interactive,2023-04-07,1320,16,LE PEN,RN,ED,32.0
Harris Interactive,2023-04-07,1320,16,ZEMMOUR,REC,ED,7.0
Harris Interactive,2023-04-07,1320,17,ARTHAUD,LO,G,1.0
Harris Interactive,2023-04-07,1320,17,POUTOU,NPA-A,G,2.0
Harris Interactive,2023-04-07,1320,17,ROUSSEL,PCF,G,5.0
Harris Interactive,2023-04-07,1320,17,MÉLENCHON,LFI,G,19.0
Harris Interactive,2023-04-07,1320,17,CAZENEUVE,PS,G,8.0
Harris Interactive,2023-04-07,1320,17,JADOT,EELV,G,5.0
Harris Interactive,2023-04-07,1320,17,DARMANIN,ENS,CD,10.0
Harris Interactive,2023-04-07,1320,17,WAUQUIEZ,LR,CD,7.0
Harris Interactive,2023-04-07,1320,17,DUPONT-AIGNAN,DLF,ED,2.0
Harris Interactive,2023-04-07,1320,17,LE PEN,RN,ED,33.0
Harris Interactive,2023-04-07,1320,17,ZEMMOUR,REC,ED,8.0
Harris Interactive,2023-04-07,1320,18,ARTHAUD,LO,G,1.0
Harris Interactive,2023-04-07,1320,18,POUTOU,NPA-A,G,2.0
Harris Interactive,2023-04-07,1320,18,ROUSSEL,PCF,G,4.0
Harris Interactive,2023-04-07,1320,18,MÉLENCHON,LFI,G,17.0
Harris Interactive,2023-04-07,1320,18,DELGA,PS,G,3.0
Harris Interactive,2023-04-07,1320,18,JADOT,EELV,G,4.0
Harris Interactive,2023-04-07,1320,18,PHILIPPE,ENS,CD,24.0
Harris Interactive,2023-04-07,1320,18,WAUQUIEZ,LR,CD,5.0
Harris Interactive,2023-04-07,1320,18,DUPONT-AIGNAN,DLF,ED,2.0
Harris Interactive,2023-04-07,1320,18,LE PEN,RN,ED,31.0
Harris Interactive,2023-04-07,1320,18,ZEMMOUR,REC,ED,7.0
Ifop,2023-03-31,1105,19,ARTHAUD,LO,G,1.0
Ifop,2023-03-31,1105,19,POUTOU,NPA-A,G,2.5
Ifop,2023-03-31,1105,19,ROUSSEL,PCF,G,5.0
Ifop,2023-03-31,1105,19,MÉLENCHON,LFI,G,17.0
Ifop,2023-03-31,1105,19,FAURE,PS,G,3.0
Ifop,2023-03-31,1105,19,TONDELIER,EELV,G,1.0
Ifop,2023-03-31,1105,19,PHILIPPE,ENS,CD,26.0
Ifop,2023-03-31,1105,19,WAUQUIEZ,LR,CD,5.0
Ifop,2023-03-31,1105,19,LASSALLE,RES,CD,2.0
Ifop,2023-03-31,1105,19,DUPONT-AIGNAN,DLF,ED,2.5
Ifop,2023-03-31,1105,19,LE PEN,RN,ED,29.0
Ifop,2023-03-31,1105,19,ZEMMOUR,REC,ED,6.0
Ifop,2023-03-31,1105,20,ARTHAUD,LO,G,1.0
Ifop,2023-03-31,1105,20,POUTOU,NPA-A,G,2.5
Ifop,2023-03-31,1105,20,MÉLENCHON,LFI,G,22.0
Ifop,2023-03-31,1105,20,PHILIPPE,ENS,CD,28.0
Ifop,2023-03-31,1105,20,WAUQUIEZ,LR,CD,4.0
Ifop,2023-03-31,1105,20,LASSALLE,RES,CD,2.5
Ifop,2023-03-31,1105,20,DUPONT-AIGNAN,DLF,ED,3.0
Ifop,2023-03-31,1105,20,LE PEN,RN,ED,31.0
Ifop,2023-03-31,1105,20,ZEMMOUR,REC,ED,6.0
